axis	band	kind	key	en	ru	es	fr	ar
EI	balanced_0-0	description	EI.balanced_0-0.dim.7	Takes on the role of speaker or listener in a conversation based on the circumstances.	В беседе роль спикера или слушателя принимает исходя из обстоятельств.	Asume el rol de hablante o de oyente en una conversación según lo requieran las circunstancias.	Adopte le rôle de locuteur ou d'auditeur dans une conversation en fonction des circonstances.	يتبنّى دور المتحدّث أو المستمع في المحادثة بحسب ما تقتضيه الظروف.
EI	balanced_0-0	description	EI.balanced_0-0.dim.8	Usually thinks things through internally, but may also think out loud or write ideas down.	Размышления обычно проводит в уме, но может проговаривать или записывать.	Generalmente procesa sus pensamientos internamente, aunque también puede pensar en voz alta o anotar sus ideas.	Réfléchit généralement de manière intérieure, mais peut aussi penser à voix haute ou noter ses idées.	يميل إلى معالجة أفكاره داخلياً في العادة، غير أنه قد يفكّر بصوت عالٍ أو يدوّن أفكاره أحياناً.
EI	balanced_0-0	description	EI.balanced_0-0.dim.9	Appreciates praise that aligns with their own assessment of their work.	Любит похвалу, которая совпадает с его собственной оценкой работы.	Valora el reconocimiento que coincide con su propia evaluación de su trabajo.	Apprécie les compliments qui correspondent à sa propre évaluation de son travail.	يقدّر الثناء الذي ينسجم مع تقييمه الشخصي لعمله.
EI	I_1-20	band-label	EI.I_1-20.label	Mild Introvert	Слабый Интроверт	Introvertido Leve	Introverti Modéré	انطوائي خفيف
EI	I_1-20	description	EI.I_1-20.dim.0	Thinks through a response before giving it.	Перед тем как ответить — продумает ответ.	Reflexiona sobre su respuesta antes de darla.	Réfléchit à sa réponse avant de la donner.	يفكر في إجابته قبل أن يدلي بها.
EI	I_1-20	description	EI.I_1-20.dim.1	Prefers small groups with few acquaintances and close friends.	Предпочитает немногочисленные компании, немного знакомых и друзей.	Prefiere grupos pequeños con pocos conocidos y amigos cercanos.	Préfère les petits groupes avec peu de connaissances et d'amis proches.	يفضل المجموعات الصغيرة مع عدد محدود من المعارف والأصدقاء المقربين.
EI	I_1-20	description	EI.I_1-20.dim.2	If a situation is unsatisfactory but not overly inconvenient, tends not to show it.	Если ситуация его не устраивает, но не доставляет больших неудобств, то не будет этого показывать.	Si una situación no le satisface pero no le causa grandes molestias, tiende a no mostrarlo.	Si une situation ne lui convient pas mais ne cause pas de grande gêne, il tend à ne pas le montrer.	إذا لم تعجبه الحالة لكنها لا تسبب له إزعاجاً كبيراً، فإنه لا يُظهر ذلك عادةً.
EI	I_1-20	description	EI.I_1-20.dim.3	Sometimes appears thoughtful and reserved.	Иногда выглядит задумчивым и застенчивым.	A veces parece pensativo y reservado.	Paraît parfois pensif et réservé.	يبدو أحياناً شارد الذهن ومتحفظاً.
EI	I_1-20	description	EI.I_1-20.dim.4	Generally dislikes being interrupted and avoids interrupting others.	Обычно не любит, чтобы его прерывали, и сам старается не прерывать других.	Por lo general, no le gusta que lo interrumpan y evita interrumpir a los demás.	N'aime généralement pas être interrompu et évite d'interrompre les autres.	لا يحب عموماً أن يُقاطَع، ويتجنب مقاطعة الآخرين بدوره.
EI	I_1-20	description	EI.I_1-20.dim.5	Attends only mandatory meetings and rarely speaks up at them.	Посещает только обязательные собрания, нечасто выступает на них.	Asiste solo a las reuniones obligatorias y rara vez interviene en ellas.	N'assiste qu'aux réunions obligatoires et intervient rarement lors de celles-ci.	يحضر الاجتماعات الإلزامية فقط ونادراً ما يتحدث فيها.
EI	I_1-20	description	EI.I_1-20.dim.6	Not particularly inclined to share ideas and thoughts with others.	Не особо расположен делиться своими идеями и мыслями с окружающими.	No tiene especial disposición para compartir sus ideas y pensamientos con los demás.	N'est pas particulièrement enclin à partager ses idées et ses pensées avec les autres.	ليس لديه ميل كبير لمشاركة أفكاره وآرائه مع الآخرين.
EI	I_1-20	description	EI.I_1-20.dim.7	Can take on a speaker role if asked, but generally prefers to listen.	В беседе, если попросят, то может выступить спикером, но больше предпочитает выступать в роли слушателя.	Puede asumir el rol de portavoz si se le pide, pero prefiere escuchar.	Peut prendre la parole si on le lui demande, mais préfère généralement écouter.	يمكنه أخذ دور المتحدث إذا طُلب منه ذلك، لكنه يفضل عموماً الاستماع.
EI	I_1-20	description	EI.I_1-20.dim.8	Prefers to think things through mentally, sometimes in writing.	Размышлять предпочитает в уме, иногда на бумаге.	Prefiere reflexionar mentalmente, a veces por escrito.	Préfère réfléchir mentalement, parfois par écrit.	يفضل التفكير في ذهنه، وأحياناً يدوّن أفكاره كتابةً.
